Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
RDS-EN003 C.png,Rise of Destiny,RDS-EN003,Common,Bokoichi the Freightening Car,,Monster,DARK,Machine / Normal,2.0,500 / 500,08715625,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
LOD-095 C.png,Legacy of Darkness,LOD-095,Common,Spirit's Invitation,,Trap,,,,,92394653,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Maintenance cost']",,Continuous,,,,,,,
FLOD-EN068 SR.png,Flames of Destruction,FLOD-EN068,Super Rare,Red Reboot,,Trap,,,,,23002292,"['Limited (OCG)', 'Limited (TCG)']","['Activation requirement', 'Effect', 'Lingering', 'Condition']",,Counter,,,,,,,
DCR-033 C.png,Dark Crisis,DCR-033,Common,Shooting Star Bow - Ceal,,Spell,,,,,95638658,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Equip,,,,,,,
CHIM-EN076 C.png,Chaos Impact,CHIM-EN076,Common,Crusher Run,,Trap,,,,,88667504,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Quick-like', 'Condition']",,Continuous,,,,,,,
MAGO-EN006 PGR.png,Maximum Gold,MAGO-EN006,Premium Gold Rare,Droll & Lock Bird,,Monster,WIND,Spellcaster / Effect,1.0,0 / 0,94145021,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
GFP2-EN158 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN158,Ultra Rare,Yang Zing Prana,,Spell,,,,,43577607,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Continuous-like', 'Continuous-like', 'Continuous-like', 'Ignition-like']",,Continuous,,,,,,,
SECE-EN070 C.png,Secrets of Eternity,SECE-EN070,Common,Raidraptor - Readiness,,Trap,,,,,21648584,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like']",,Normal,,,,,,,
ABYR-EN027 R.png,Abyss Rising,ABYR-EN027,Rare,Madolche Messengelato,,Monster,EARTH,Warrior / Effect,4.0,1600 / 1000,52404456,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
RDS-EN009 UR.png,Rise of Destiny,RDS-EN009,Ultra Rare,Silent Swordsman LV3,,Monster,LIGHT,Warrior / Effect,3.0,1000 / 1000,01995985,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Condition']",,,,,,,,,
CBLZ-EN051 ScR.png,Cosmo Blazer,CBLZ-EN051,Secret Rare,Diamond Dire Wolf,,Monster,EARTH,Beast / Xyz / Effect,,2000 / 1200,95169481,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,4.0,,,,
SOFU-EN011 C.png,Soul Fusion,SOFU-EN011,Common,Galaxy Brave,,Monster,LIGHT,Warrior / Effect,8.0,0 / 0,55168550,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
MRL-047 UR.png,Spell Ruler,MRL-047,Ultra Rare,Mystical Space Typhoon,,Spell,,,,,05318639,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
IOC-097 R.png,Invasion of Chaos,IOC-097,Rare,Ultra Evolution Pill,,Spell,,,,,22431243,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect']",,Normal,,,,,,,
PTDN-EN023 C.png,Phantom Darkness,PTDN-EN023,Common,Obsidian Dragon,,Monster,DARK,Rock / Effect,4.0,800 / 2100,90464188,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
MRL-014 C.png,Spell Ruler,MRL-014,Common,Fire Kraken,,Monster,FIRE,Aqua,4.0,1600 / 1500,46534755,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
ETCO-EN086 C.png,Eternity Code,ETCO-EN086,Common,"Goldenhair, the Newest Plunder Patroll",,Monster,WATER,Fiend / Tuner / Effect,4.0,0 / 2000,81344070,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
MAGO-EN063 R.png,Maximum Gold,MAGO-EN063,Rare,Number C107: Neo Galaxy-Eyes Tachyon Dragon,,Monster,LIGHT,Dragon / Xyz / Effect,,4500 / 3000,68396121,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Ignition']",,,,,9.0,,,,
LOD-078 C.png,Legacy of Darkness,LOD-078,Common,A Legendary Ocean,,Spell,,,,,00295517,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Continuous-like']",,Field,,,,,,,
MACR-EN084 C.png,Maximum Crisis ,MACR-EN084,Common,Subterror Behemoth Speleogeist,,Monster,EARTH,Fiend / Flip / Effect,11.0,3000 / 1400,47556396,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Condition', 'Trigger', 'Ignition']",,,,,,,,,
ETCO-EN039 C.png,Eternity Code,ETCO-EN039,Common,Magical Hound,,Monster,EARTH,Machine / Tuner / Effect,1.0,500 / 800,51916853,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
AST-024 C.png,Ancient Sanctuary,AST-024,Common,Atomic Firefly,,Monster,LIGHT,Insect / Effect,1.0,100 / 200,87340664,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
PGD-052 R.png,Pharaonic Guardian,PGD-052,Rare,Pharaoh's Treasure,,Trap,,,,,63571750,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Effect', 'Trigger-like']",,Normal,,,,,,,
PSV-001 C.png,Pharaoh's Servant,PSV-001,Common,Steel Ogre Grotto #2,,Monster,EARTH,Machine,6.0,1900 / 2200,90908427,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
ROTD-EN069 C.png,Rise of the Duelist,ROTD-EN069,Common,Spiral Reborn,,Trap,,,,,56461575,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
EEN-EN027 C.png,Elemental Energy,EEN-EN027,Common,Familiar-Possessed - Eria,,Monster,WATER,Spellcaster / Effect,4.0,1850 / 1500,68881649,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
TSHD-EN083 ScR.png,The Shining Darkness,TSHD-EN083,Secret Rare,Snyffus,,Monster,EARTH,Beast / Tuner,1.0,100 / 100,35448319,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
FOTB-EN025 C.png,Force of the Breaker,FOTB-EN025,Common,"Mei-Kou, Master of Barriers",,Monster,LIGHT,Spellcaster / Effect,4.0,1700 / 600,47731128,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
SOD-EN047 SP.png,Soul of the Duelist,SOD-EN047,Short Print,Fusion Weapon,,Spell,,,,,27967615,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Condition', 'Continuous-like']",,Equip,,,,,,,
CORE-EN039 SR.png,Clash of Rebellions,CORE-EN039,Super Rare,Infernoid Decatron,,Monster,FIRE,Fiend / Tuner / Effect,1.0,500 / 200,58446973,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
INOV-EN069 C.png,Invasion: Vengeance,INOV-EN069,Common,Cipher Bit,,Trap,,,,,99397762,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
SECE-EN066 SP.png,Secrets of Eternity,SECE-EN066,Short Print,Extra Net,,Spell,,,,,95376428,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Field,,,,,,,
ETCO-EN051 C.png,Eternity Code,ETCO-EN051,Common,Codebreaker Virus Berserker,,Monster,DARK,Warrior / Link / Effect,,,48736598,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,"Bottom-Center,  Middle-Right,  Top-Center",2800 / 3,,
ORCS-EN046 ScR.png,Order of Chaos,ORCS-EN046,Secret Rare,Inzektor Exa-Beetle,,Monster,DARK,Insect / Xyz / Effect,,1000 / 1000,44505297,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Ignition']",,,,,6.0,,,,
IGAS-EN012 SR.png,Ignition Assault,IGAS-EN012,Super Rare,Ancient Warriors - Loyal Guan Yun,,Monster,WIND,Beast-Warrior / Effect,7.0,2500 / 1800,76416959,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous', 'Ignition', 'Condition']",,,,,,,,,
FOTB-EN063 ScR.png,Force of the Breaker,FOTB-EN063,Secret Rare,"Prometheus, King of the Shadows",,Monster,DARK,Fiend / Effect,4.0,1200 / 800,82213171,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
SHVI-EN034 C.png,Shining Victories,SHVI-EN034,Common,Digital Bug Centibit,,Monster,LIGHT,Insect / Effect,3.0,1500 / 500,68950538,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger', 'Unclassified', 'Continuous']",,,,,,,,,
CHIM-EN069 C.png,Chaos Impact,CHIM-EN069,Common,Escape of the Unchained,,Trap,,,,,53417695,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Normal,,,,,,,
BODE-EN026 C.png,Burst of Destiny,BODE-EN026,Common,Penguin Cleric,,Monster,WATER,Aqua / Effect,3.0,600 / 1700,73640163,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
RDS-EN056 R.png,Rise of Destiny,RDS-EN056,Rare,Chain Burst,,Trap,,,,,48276469,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
STOR-EN037 C.png,Storm of Ragnarok,STOR-EN037,Common,Yaksha,,Monster,WATER,Fairy / Spirit,4.0,1900 / 1500,94215860,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
ROTD-EN018 SR.png,Rise of the Duelist,ROTD-EN018,Super Rare,Melffy Catty,,Monster,EARTH,Beast / Effect,2.0,200 / 200,93018428,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
TLM-EN027 C.png,The Lost Millennium,TLM-EN027,Common,Eria the Water Charmer,,Monster,WATER,Spellcaster / Flip / Effect,3.0,500 / 1500,74364659,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
LODT-EN023 SR.png,Light of Destruction,LODT-EN023,Super Rare,"Wulf, Lightsworn Beast",,Monster,LIGHT,Beast-Warrior / Effect,4.0,2100 / 300,58996430,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger']",,,,,,,,,
STON-EN021 C.png,Strike of Neos,STON-EN021,Common,Electric Virus,,Monster,LIGHT,Thunder / Effect,3.0,1000 / 1000,24725825,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
LON-036 C.png,Labyrinth of Nightmare,LON-036,Common,Fire Sorcerer,,Monster,FIRE,Spellcaster / Effect,4.0,1000 / 1500,27132350,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
ORCS-EN063 SP.png,Order of Chaos,ORCS-EN063,Short Print,Dicephoon,,Spell,,,,,03493058,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Quick-Play,,,,,,,
SOVR-EN000 SR.png,Stardust Overdrive,SOVR-EN000,Super Rare,Koa'ki Meiru Beetle,,Monster,EARTH,Insect / Effect,4.0,1900 / 1500,39037517,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Trigger']",,,,,,,,,
CORE-EN057 C.png,Clash of Rebellions,CORE-EN057,Common,Rank-Up-Magic Raptor's Force,,Spell,,,,,43383478,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Quick-Play,,,,,,,
REDU-EN030 SR.png,Return of the Duelist,REDU-EN030,Super Rare,Geargiarmor,,Monster,EARTH,Machine / Effect,4.0,1100 / 1900,00923596,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
PHRA-EN001 UR.png,Phantom Rage,PHRA-EN001,Ultra Rare,Raider's Wing,,Monster,DARK,Winged Beast / Effect,4.0,0 / 2000,52159691,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Ignition', 'Condition', 'Condition', 'Continuous']",,,,,,,,,
SHSP-EN059 C.png,Shadow Specters,SHSP-EN059,Common,Gagagatag,,Spell,,,,,00917796,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
SHVI-EN059 R.png,Shining Victories,SHVI-EN059,Rare,Mausoleum of White,,Spell,,,,,24382602,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Ignition-like', 'Ignition-like']",,Field,,,,,,,
CYHO-EN088 SR.png,Cybernetic Horizon,CYHO-EN088,Super Rare,Noble Knight Custennin,,Monster,LIGHT,Warrior / Effect,4.0,1000 / 2000,42472002,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Unclassified', 'Trigger']",,,,,,,,,
SAST-EN066 C.png,Savage Strike,SAST-EN066,Common,Uni-Song Tuning,,Spell,,,,,12743620,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
REDU-EN084 R.png,Return of the Duelist,REDU-EN084,Rare,Imairuka,,Monster,WATER,Sea Serpent / Effect,2.0,1000 / 1000,41952656,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
LODT-EN070 C.png,Light of Destruction,LODT-EN070,Common,Light Spiral,,Trap,,,,,35577420,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
IOC-086 R.png,Invasion of Chaos,IOC-086,Rare,Mataza the Zapper,,Monster,DARK,Warrior / Effect,3.0,1300 / 800,22609617,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
STBL-EN062 SP.png,Starstrike Blast,STBL-EN062,Short Print,White Elephant's Gift,,Spell,,,,,18756904,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect']",,Normal,,,,,,,
CSOC-EN032 C.png,Crossroads of Chaos,CSOC-EN032,Common,Goblin Decoy Squad,,Monster,DARK,Warrior / Effect,4.0,1000 / 0,18960169,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
FLOD-EN004 C.png,Flames of Destruction,FLOD-EN004,Common,Link Streamer,,Monster,LIGHT,Cyberse / Effect,4.0,1600 / 1800,23331400,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
LVAL-EN040 ScR.png,Legacy of the Valiant,LVAL-EN040,Secret Rare,Mobius the Mega Monarch,,Monster,WATER,Aqua / Effect,8.0,2800 / 1000,23689697,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Condition']",,,,,,,,,
GLAS-EN075 SR.png,Gladiator's Assault,GLAS-EN075,Super Rare,Energy-Absorbing Monolith,,Trap,,,,,57006589,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
BODE-EN015 C.png,Burst of Destiny,BODE-EN015,Common,Floowandereeze & Stri,,Monster,WATER,Winged Beast / Effect,1.0,700 / 1100,80433039,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Trigger']",,,,,,,,,
BACH-EN028 SR.png,Battle of Chaos,BACH-EN028,Super Rare,"Alice, Lady of Lament",,Monster,DARK,Fiend / Effect,3.0,0 / 2000,14504454,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
EXFO-EN067 C.png,Extreme Force,EXFO-EN067,Common,Cynet Refresh,,Trap,,,,,36368606,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Lingering', 'Quick-like']",,Normal,,,,,,,
BACH-EN061 SR.png,Battle of Chaos,BACH-EN061,Super Rare,XYZ Combine,,Spell,,,,,95471006,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Ignition-like', 'Condition']",,Continuous,,,,,,,
MAGO-EN027 PGR.png,Maximum Gold,MAGO-EN027,Premium Gold Rare,House Dragonmaid,,Monster,LIGHT,Dragon / Fusion / Effect,9.0,3000 / 2000,41232647,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
LOB-111 C.png,Legend of Blue Eyes White Dragon,LOB-111,Common,Misairuzame,,Monster,WATER,Fish,5.0,1400 / 1600,33178416,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LOB-089 SP.png,Legend of Blue Eyes White Dragon,LOB-089,Short Print,Laser Cannon Armor,Level 3 Laser Cannon,Spell,,,,,77007920,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Condition', 'Continuous-like']",,Equip,,,,,,,
SHSP-EN040 SR.png,Shadow Specters,SHSP-EN040,Super Rare,"Mariña, Princess of Sunflowers",,Monster,FIRE,Plant / Effect,8.0,2800 / 1600,78540593,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
BACH-EN094 C.png,Battle of Chaos,BACH-EN094,Common,Doll Monster Bear-Bear,,Monster,WIND,Beast / Normal,4.0,0 / 0,18106132,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
MFC-035 R.png,Magician's Force,MFC-035,Rare,Dark Core,,Spell,,,,,70231910,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
LOB-035 C.png,Legend of Blue Eyes White Dragon,LOB-035,Common,Ray & Temperature,,Monster,LIGHT,Fairy,3.0,1000 / 1000,85309439,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
BLVO-EN057 ScR.png,Blazing Vortex,BLVO-EN057,Secret Rare,S-Force Bridgehead,,Spell,,,,,23377425,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition', 'Condition']",,Field,,,,,,,
MRD-033 C.png,Metal Raiders,MRD-033,Common,Leogun,,Monster,EARTH,Beast,5.0,1750 / 1550,10538007,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
PHRA-EN016 C.png,Phantom Rage,PHRA-EN016,Common,Infernity Conjurer,,Monster,DARK,Fiend / Effect,3.0,1200 / 900,48144778,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,,,,
SHSP-EN013 C.png,Shadow Specters,SHSP-EN013,Common,Soul Drain Dragon,,Monster,LIGHT,Dragon / Effect,8.0,4000 / 0,55735315,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger', 'Continuous']",,,,,,,,,
STOR-EN093 C.png,Storm of Ragnarok,STOR-EN093,Common,Blood Sucker,,Monster,DARK,Zombie / Effect,4.0,1300 / 1500,97783659,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
SHVI-EN089 C.png,Shining Victories,SHVI-EN089,Common,The Kaiju Files,,Spell,,,,,11163040,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Ignition-like', 'Ignition-like']",,Continuous,,,,,,,
JOTL-EN000 SR.png,Judgment of the Light,JOTL-EN000,Super Rare,Galaxy Serpent,,Monster,LIGHT,Dragon / Tuner / Normal,2.0,1000 / 0,11066358,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
SOFU-EN074 C.png,Soul Fusion,SOFU-EN074,Common,Crusadia Krawler,,Trap,,,,,55838342,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger']",,Continuous,,,,,,,
ETCO-EN090 C.png,Eternity Code,ETCO-EN090,Common,Pride of the Plunder Patroll,,Trap,,,,,17016131,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Quick-like', 'Condition']",,Continuous,,,,,,,
SHSP-EN078 R.png,Shadow Specters,SHSP-EN078,Rare,Grisaille Prison,,Trap,,,,,22888900,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
DIFO-EN085 C.png,Dimension Force,DIFO-EN085,Common,Backup Team,,Trap,,,,,89328238,['Unlimited (TCG)'],"['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
IOC-100 C.png,Invasion of Chaos,IOC-100,Common,Jade Insect Whistle,,Spell,,,,,95214051,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
EOJ-EN033 UR.png,Enemy of Justice,EOJ-EN033,Ultra Rare,Elemental HERO Shining Phoenix Enforcer,,Monster,FIRE,Warrior / Fusion / Effect,8.0,2500 / 2100,88820235,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Continuous']",,,,,,,,,
PSV-018 C.png,Pharaoh's Servant,PSV-018,Common,Driving Snow,,Trap,,,,,00473469,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
RGBT-EN001 SR.png,Raging Battle,RGBT-EN001,Super Rare,Rockstone Warrior,,Monster,EARTH,Rock / Effect,4.0,1800 / 1600,51987571,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
ABYR-EN013 C.png,Abyss Rising,ABYR-EN013,Common,Heraldic Beast Berners Falcon,,Monster,WIND,Winged Beast / Effect,4.0,1000 / 1600,96704018,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LON-017 SR.png,Labyrinth of Nightmare,LON-017,Super Rare,Mask of Dispel,,Spell,,,,,20765952,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Continuous-like']",,Continuous,,,,,,,
GENF-EN032 C.png,Generation Force,GENF-EN032,Common,Master of the Flaming Dragonswords,,Monster,FIRE,Warrior / Effect,4.0,1800 / 1200,34160055,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
STOR-EN060 C.png,Storm of Ragnarok,STOR-EN060,Common,Vylon Matter,,Spell,,,,,41858121,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
POTD-EN035 C.png,Power of the Duelist,POTD-EN035,Common,Ambulance Rescueroid,,Monster,FIRE,Machine / Fusion / Effect,6.0,2300 / 1800,98927491,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger']",,,,,,,,,
LTGY-EN014 C.png,Lord of the Tachyon Galaxy,LTGY-EN014,Common,"Radius, the Half-Moon Dragon",,Monster,LIGHT,Dragon / Effect,4.0,1400 / 1200,06483224,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition']",,,,,,,,,
FLOD-EN015 C.png,Flames of Destruction,FLOD-EN015,Common,Altergeist Pixiel,,Monster,WIND,Spellcaster / Effect,1.0,100 / 100,57769391,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
ROTD-EN013 SR.png,Rise of the Duelist,ROTD-EN013,Super Rare,Infernoble Knight Ogier,,Monster,FIRE,Warrior / Effect,4.0,1500 / 2000,21351206,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Condition', 'Trigger', 'Ignition']",,,,,,,,,
MFC-057 C.png,Magician's Force,MFC-057,Common,Sonic Duck,,Monster,WIND,Winged Beast / Normal,3.0,1700 / 700,84696266,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
CRV-EN031 C.png,Cybernetic Revolution,CRV-EN031,Common,Ebon Magician Curran,,Monster,DARK,Spellcaster / Effect,2.0,1200 / 0,46128076,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LVAL-EN065 R.png,Legacy of the Valiant,LVAL-EN065,Rare,Bujinunity,,Spell,,,,,33611061,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
CORE-EN046 R.png,Clash of Rebellions,CORE-EN046,Rare,D/D/D Oracle King d'Arc,,Monster,DARK,Fiend / Fusion / Effect,7.0,2800 / 2000,82956492,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
RGBT-EN006 SR.png,Raging Battle,RGBT-EN006,Super Rare,Phoenixian Cluster Amaryllis,,Monster,FIRE,Plant / Effect,8.0,2200 / 0,23558733,"['Forbidden (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Summoning condition', 'Continuous', 'Trigger', 'Trigger']",,,,,,,,,
RGBT-EN027 R.png,Raging Battle,RGBT-EN027,Rare,Brain Golem,,Monster,DARK,Fiend / Effect,6.0,2500 / 1800,17313545,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
SECE-EN048 SR.png,Secrets of Eternity,SECE-EN048,Super Rare,Superheavy Samurai Warlord Susanowo,,Monster,EARTH,Machine / Synchro / Effect,10.0,2400 / 3800,00494922,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick']",,,,,,,,,
SOVR-EN078 SP.png,Stardust Overdrive,SOVR-EN078,Short Print,Stygian Dirge,,Trap,,,,,81489939,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
LOB-100 R.png,Legend of Blue Eyes White Dragon,LOB-100,Rare,Final Flame,,Spell,,,,,73134081,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
ABPF-EN087 ScR.png,Absolute Powerforce,ABPF-EN087,Secret Rare,Djinn Disserere of Rituals,,Monster,DARK,Fiend / Effect,1.0,200 / 200,30492798,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Unclassified', 'Unclassified']",,,,,,,,,
LVAL-EN096 C.png,Legacy of the Valiant,LVAL-EN096,Common,Mighty Warrior,,Monster,EARTH,Warrior / Synchro / Effect,6.0,2200 / 2000,53981499,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CORE-EN028 UR.png,Clash of Rebellions,CORE-EN028,Ultra Rare,Igknight Templar,,Monster,FIRE,Warrior / Pendulum,4.0,1700 / 1300,97024987,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like']",,,,7.0,,,,,
